year,code,clgname,branch,community,branchname,cutoff
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,198.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,199.33
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",EM,OC,ELECTRONICS AND COMMUNICATION ENGG. (SS),198.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",GI,OC,GEO-INFORMATICS,194
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IE,OC,INDUSTRIAL ENGINEERING,195.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",IM,OC,INFORMATION TECHNOLOGY(SS),197.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MN,OC,MANUFACTURING ENGINEERING,194
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MA,OC,MATERIALS SCIENCE AND ENGG.(SS),192.75
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",ME,OC,MECHANICAL ENGINEERING,198
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",XM,OC,MECHANICAL ENGINEERING - TAMIL MEDIUM,187.25
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",MI,OC,MINING ENGINEERING,194
2018,1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - CEG CAMPUS,SARDAR PATEL ROAD, GUINDY,CHENNAI DIST, PIN - 600025.",PT,OC,PRINTING TECHNOLOGY,191.75
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AE,OC,AERONAUTICAL ENGINEERING,197.25
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AU,OC,AUTOMOBILE ENGINEERING,195.33
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",AS,OC,AUTOMOBILE ENGINEERING (SS),192.67
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CS,OC,COMPUTER SCIENCE AND ENGG.,198
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",CM,OC,COMPUTER SCIENCE AND ENGG.(SS),197.25
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,197.75
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EM,OC,ELECTRONICS AND COMMUNICATION ENGG. (SS),196.75
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EX,OC,ELECTRONICS AND INSTRU ENGG(SS),195.25
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",EI,OC,ELECTRONICS AND INSTRU ENGG.,196.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",IM,OC,INFORMATION TECHNOLOGY(SS),196.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",MF,OC,MECHANICAL ENGINEERING(SS),196.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",PR,OC,PRODUCTION ENGINEERING,193.5
2018,4,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI - MIT CAMPUS,CHROMPET,,KANCHEEPURAM DIST, PIN - 600044.",RP,OC,RUBBER AND PLASTIC TECHNOLOGY,190
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",CE,OC,CIVIL ENGINEERING,97.5
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",CS,OC,COMPUTER SCIENCE AND ENGG.,132.75
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,84.75
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,84.25
2018,1116,"SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPACHUR (POST) , THIRUPACHUR (VILLAGE),THIRUVALLUR DIST, PIN - 631203.",ME,OC,MECHANICAL ENGINEERING,85.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",AE,OC,AERONAUTICAL ENGINEERING,184.25
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",AU,OC,AUTOMOBILE ENGINEERING,172.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",BM,OC,BIO MEDICAL ENGINEERING,185.25
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",BT,OC,BIO-TECHNOLOGY,179
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CE,OC,CIVIL ENGINEERING,157.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CH,OC,CHEMICAL ENGINEERING,178.25
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",CS,OC,COMPUTER SCIENCE AND ENGG.,188
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,186
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,172.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",FD,OC,FOOD TECHNOLOGY,169.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",IT,OC,INFORMATION TECHNOLOGY,180.75
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",MC,OC,MECHATRONICS,185
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",ME,OC,MECHANICAL ENGINEERING,180.5
2018,1211,"RAJALAKSHMI ENGINEERING COLLEGE (AUTONOMOUS),RAJALAKSHMI NAGAR, CHENNAI-BANGALORE HIGHWAY,,KANCHEEPURAM DIST, PIN - 602105.",AE,OC,AERONAUTICAL ENGINEERING,179.5865385
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",BM,OC,BIO MEDICAL ENGINEERING,176.25
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CE,OC,CIVIL ENGINEERING,101.5
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CH,OC,CHEMICAL ENGINEERING,147.25
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",CS,OC,COMPUTER SCIENCE AND ENGG.,170.5
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,123
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",IT,OC,INFORMATION TECHNOLOGY,159.5
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",MD,OC,MEDICAL ELECTRONICS,112.5
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",ME,OC,MECHANICAL ENGINEERING,127.75
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,151.5
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",AG,OC,AGRICULTURE ENGINEERING,177.25
2018,1216,"SAVEETHA ENGINEERING COLLEGE,SAVEETHA NAGAR,,KANCHEEPURAM DIST, PIN - 602105.",EI,OC,ELECTRONICS AND INSTRU ENGG.,79.5
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",CS,OC,COMPUTER SCIENCE AND ENGG.,176
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,142
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",IT,OC,INFORMATION TECHNOLOGY,166.5
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",ME,OC,MECHANICAL ENGINEERING,153.75
2018,1210,"PANIMALAR INSTITUTE OF TECHNOLOGY,391,BANGALORE TRUNK ROAD,,THIRUVALLUR DIST, PIN - 600123.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,168.75
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",BT,OC,BIO-TECHNOLOGY,184.75
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CE,OC,CIVIL ENGINEERING,178.25
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CH,OC,CHEMICAL ENGINEERING,184
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",CS,OC,COMPUTER SCIENCE AND ENGG.,190.5
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,190
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,181.75
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",EI,OC,ELECTRONICS AND INSTRU ENGG.,153
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IC,OC,INSTRUMENTATION AND CONTROL,129.25
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",IT,OC,INFORMATION TECHNOLOGY,187
2018,1149,"St.JOSEPH'S COLLEGE OF ENGINEERING,OLD MAMALLAPURAM ROAD,KANCHEEPURAM DIST, PIN - 600119.",ME,OC,MECHANICAL ENGINEERING,186.75
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CS,OC,COMPUTER SCIENCE AND ENGG.,172.75
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,160.5
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,96.25
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",IT,OC,INFORMATION TECHNOLOGY,154
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",ME,OC,MECHANICAL ENGINEERING,142.5
2018,1419,"SRI SAI RAM INSTITUTE OF TECHNOLOGY,SAI LEO NAGAR, WEST TAMBARAM,KANCHEEPURAM DIST, PIN - 600044.",CE,OC,CIVIL ENGINEERING,118.25
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CE,OC,CIVIL ENGINEERING,191
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,196.25
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",CS,OC,COMPUTER SCIENCE AND ENGG.,195.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EI,OC,ELECTRONICS AND INSTRU ENGG.,193
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IB,OC,INDUSTRIAL BIO-TECHNOLOGY,189.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",IT,OC,INFORMATION TECHNOLOGY,194.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,195
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",ME,OC,MECHANICAL ENGINEERING,193.75
2018,2005,"GOVERNMENT COLLEGE OF TECHNOLOGY (AUTONOMOUS), COIMBATORE,THADAGAM ROAD,,COIMBATORE DIST, PIN - 641013.",PR,OC,PRODUCTION ENGINEERING,190
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",AS,OC,AUTOMOBILE ENGINEERING (SS),193.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BS,OC,BIO TECHNOLOGY (SS),195
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CE,OC,CIVIL ENGINEERING,196.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",BY,OC,BIO MEDICAL ENGG(SS),194.25
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CM,OC,COMPUTER SCIENCE AND ENGG.(SS),198.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",CN,OC,CIVIL ENGG (SS),194.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EC,OC,ELECTRONICS AND COMMUNICATION ENGG.,198.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EE,OC,ELECTRICAL AND ELECTRONICS ENGG.,197.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",EM,OC,ELECTRONICS AND COMMUNICATION ENGG. (SS),197.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ES,OC,ELECTRICAL AND ELECTRONICS(SANDWICH)(SS),192.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",FY,OC,FASHION TECHNOLOGY(SS),188.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IM,OC,INFORMATION TECHNOLOGY(SS),197
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",IY,OC,INSTRUMENTATION AND CONTROL(SS),192.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",ME,OC,MECHANICAL ENGINEERING,198
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MF,OC,MECHANICAL ENGINEERING(SS),196.75
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MS,OC,MECHANICAL ENGG (SANDWICH)(SS),194.5
2018,2006,"P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),AVINASHI ROAD,,COIMBATORE DIST, PIN - 641004.",MT,OC,METALLURGICAL ENGINEERING,194
